Item Code,Item Description,Unit,Rate,PCR RATE,FINAL ITEM NUMBER,Technical description   rating & size & & Make & MPN & Type
2485,Timer EAPL B1DF                                                                                       ,NOS.,1500,#N/A,,
3589,Timer EAPL C3PT 85V-270VAC,NOS.,1500,#N/A,,
3904,Timer EAPL ST6M1 85V-270VAC,NOS.,4345,#N/A,,
2488,Timer Omron H3CR-A AC 100-240 V                                                                     ,NOS.,1545,#N/A,,
4623,Timer Omron H3Y-2/230VAC/30Seconds,NOS.,1518.79,#N/A,,
4365,Timer Omron H3Y-2/230VAC/60Minutes,NOS.,1780,#N/A,,
2489,Timer Omron H3Y-2AC200-230 5S 0.2~5S 230VAC                                                         ,NOS.,1485,#N/A,,
29656,Timer SELEC 800XA     ,NOS.,781.9,#N/A,,
2491,Timer SELECTRON TT12A                                                                               ,NOS.,1400,#N/A,,
2492,Timer SELECTRON TT412                                                                               ,NOS.,1283,#N/A,,
2493,Timer SELECTRON XT 520                                                                              ,NOS.,1675.8,#N/A,,
10193,Timer Selectron XT520N,NOS.,1675.8,#N/A,,
10200,Timer Selectron XT532M (0.1s to 99hr)  with memory retention,NOS.,1593.9,#N/A,,
7610,Timer SELECTRON XT543,NOS.,1579.2,#N/A,,
29014,TRACO POWER-TMA0515D-DC/DC Converter,NOS.,835.759,#N/A,,
33445,TRAFO.MAN. 500VA ELFILTER 537811,NOS.,13199.63,#N/A,,
2594,Transformer  as per spec ENIO000IA29-Rev.03                                                                             ,NOS.,2496,#N/A,,
20827,TRANSFORMER 1.03KVA AS PER DRG NO. ENO5093T01,NO.,0,#N/A,,
2551,Transformer 1.5KVA  Pri:220 Sec:456.5                                                               ,NOS.,3500,#N/A,,
2635,Transformer 100VA 1PH Pri: 415V Sec: 230V                                                                   ,NO.,0,#N/A,,
2639,Transformer 120VA 1PH Pri. 456V Sec. 253-120V                                                               ,NO.,0,#N/A,,
2552,Transformer 120VA Pri:0-373-415-456 Sec:120                                                         ,NOS.,783,#N/A,,
9395,Transformer 12V/15V 300-250A  536384,NOS.,4328.776,10298,,
24399,Transformer 12V1000Adc Input Voltage -415Vac,NO.,0,#N/A,,
2571,Transformer DC-30 440V                                                                              ,NOS.,200,#N/A,,
2572,Transformer DIS-30                                                                                  ,NOS.,200,#N/A,,
2573,Transformer EC-30                                                                                   ,NOS.,200,#N/A,,
2574,Transformer ECCT                                                                                    ,NOS.,200,#N/A,,
11538,Transformer ENIO00001A104 500VA Phase matching,NOS.,3511,#N/A,,
9101,Transformer ENIO0001A100,NOS.,3925,#N/A,,
15321,Transformer ENIO0001A25,NOS.,1055,#N/A,,
9102,Transformer ENIO0001A99,NOS.,2875,#N/A,,
2669,Transformer ENIO000IA01                                                                             ,NOS.,4940,#N/A,,
3803,Transformer ENIO000IA02,NOS.,820.35,#N/A,,
2667,Transformer ENIO000IA03                                                                             ,NOS.,2582,#N/A,,
2599,Transformer ENIO000IA04                                                                             ,NOS.,2670,#N/A,,
4414,Transformer ENIO000IA05,NOS.,4945,#N/A,,
10659,Transformer ENIO000IA06  CE marked,NO.,0,#N/A,,
18696,Transformer ENIO000IA06 30VA/3Phase/50-60Hz  Make - Nanap,NO.,0,#N/A,,
2603,Transformer ENIO000IA06                                                                  ,NOS.,1835.223,#N/A,,
7527,Transformer ENIO000IA07,NOS.,2691.67,#N/A,,
2592,Transformer ENIO000IA10                                                                             ,NOS.,3580,#N/A,,
2664,Transformer ENIO000IA11                                                                             ,NOS.,7355,#N/A,,
19570,Transformer ENIO000IA110 630 VA,NOS.,3867,#N/A,,
11697,Transformer ENIO000IA110 630 VA CE Mark  REV.01,NO.,0,#N/A,,
11856,Transformer ENIO000IA111  I/P 380VAC+/-10%  O/P 230VAC  500,NO.,0,#N/A,,
16746,Transformer ENIO000IA118   1100VA,NOS.,7511,#N/A,,
27469,Transformer ENIO000IA140   1000VA,NOS.,7284,#N/A,,
2666,Transformer ENIO000IA16                                                                             ,NOS.,150,#N/A,,
2860,Transformer ENIO000IA17,NO.,0,#N/A,,
16183,Transformer ENIO000IA18,NO.,0,#N/A,,
2600,Transformer ENIO000IA19                                                                             ,NOS.,1000,#N/A,,
2601,Transformer ENIO000IA21-Rev03                                                                             ,NOS.,2243,#N/A,,
2898,Transformer ENIO000IA22,NOS.,1594,#N/A,,
2922,Transformer ENIO000IA23,NOS.,1652,#N/A,,
2602,Transformer ENIO000IA24                                                                             ,NO.,0,#N/A,,
2555,Transformer ENIO000IA27                                                                             ,NO.,0,#N/A,,
4337,Transformer ENIO000IA28,NOS.,2425,#N/A,,
2859,Transformer ENIO000IA32,NOS.,323.33,#N/A,,
2596,Transformer ENIO000IA37_Rev01,NO.,0,#N/A,,
2598,Transformer ENIO000IA39                                                                              ,NO.,0,#N/A,,
2605,Transformer ENIO000IA41                                                                             ,NO.,0,#N/A,,
15465,Transformer ENIO000IA41 REV.01,NOS.,486,#N/A,,
3923,Transformer ENIO000IA44,NO.,0,#N/A,,
4249,Transformer ENIO000IA45,NOS.,250,#N/A,,
24941,Transformer ENIO000IA47 REV01,NOS.,984,#N/A,,
3236,Transformer ENIO000IA49,NOS.,5834,#N/A,,
3233,Transformer ENIO000IA50,NOS.,1347,#N/A,,
3234,Transformer ENIO000IA51,NOS.,530,#N/A,,
3921,Transformer ENIO000IA52,NOS.,3490,#N/A,,
3843,Transformer ENIO000IA57,NOS.,6394.02,#N/A,,
4013,Transformer ENIO000IA60,NOS.,1694.46,#N/A,,
4108,Transformer ENIO000IA61,NOS.,3813,#N/A,,
4076,Transformer ENIO000IA62,NOS.,3895,#N/A,,
4171,Transformer ENIO000IA63,NOS.,9873.75,#N/A,,
4250,Transformer ENIO000IA64 - REV01,NOS.,3787.62,#N/A,,
4251,Transformer ENIO000IA65,NOS.,9225,#N/A,,
4515,Transformer ENIO000IA69                                                                               ,NOS.,5269,#N/A,,
12554,Transformer ENIO000IA69 750 VA CE Mark  V Ratio 440:230+ TAP,NOS.,3500,#N/A,,
4626,Transformer ENIO000IA70,NOS.,1321,#N/A,,
4677,Transformer ENIO000IA71,NOS.,996.97,#N/A,,
15466,Transformer ENIO000IA71 REV.01,NOS.,1575,#N/A,,
4765,Transformer ENIO000IA72,NOS.,2590.67,#N/A,,
4764,Transformer ENIO000IA73,NOS.,340,#N/A,,
4957,Transformer ENIO000IA74,NOS.,410,#N/A,,
5042,Transformer ENIO000IA75,NOS.,2439.5,#N/A,,
4943,Transformer ENIO000IA76,NOS.,440.254,#N/A,,
24349,Transformer ENIO000IA76 REV 01 WITH WAGO TERMINAL,NOS.,983.418,#N/A,,
4964,Transformer ENIO000IA78,NOS.,895.19,#N/A,,
8232,Transformer ENIO000IA78; CE marked,NOS.,850,#N/A,,
5050,Transformer ENIO000IA80,NOS.,2961,#N/A,,
5327,Transformer ENIO000IA83,NO.,0,#N/A,,
5556,Transformer ENIO000IA84,NOS.,580.333,#N/A,,
5689,Transformer ENIO000IA85,NOS.,4205,#N/A,,
10426,Transformer ENIO000IA85 CE marked,NOS.,3920,#N/A,,
5687,Transformer ENIO000IA86,NOS.,751,#N/A,,
7597,Transformer ENIO000IA89,NO.,0,#N/A,,
7657,Transformer ENIO000IA90 REV.01,NO.,0,#N/A,,
7770,Transformer ENIO000IA92,NOS.,3049,#N/A,,
10425,Transformer ENIO000IA94 CE marked,NOS.,4800,#N/A,,
7947,Transformer ENIO000IA94 REV01,NOS.,5964.236,#N/A,,
7948,Transformer ENIO000IA95,NOS.,6706,#N/A,,
14319,Transformer ENIO000IA95  Rev-01  at  60HZ,NO.,0,#N/A,,
7949,Transformer ENIO000IA96,NO.,0,#N/A,,
7934,Transformer ENIO000IA98 600 VA 230V 2phase 2wire,NOS.,2583,#N/A,,
2575,Transformer GSA-17                                                                                  ,NO.,0,#N/A,,
17105,Transformer Silicon Oil  TSF451-50E  Make- Momentive,KG.,0,#N/A,,
32986,TRANSFORMER TANK LID AS PER DWG NO-21086-1001200-105-08,NOS.,13625,#N/A,,
2577,Transformer TGT-17                                                                                  ,NOS.,200,#N/A,,
12611,Transformer TR 21,NO.,0,#N/A,,
19326,TRANSFORMER TR 50,NO.,0,#N/A,,
2614,Transformer TR1                                                                                     ,NOS.,739.5,#N/A,,
6040,Transformer TR10,NOS.,2083.29,#N/A,,
16758,Transformer TR10A,NOS.,1689.893,#N/A,,
25422,Transformer TR10A REV.01,NOS.,1803.111,#N/A,,
26702,Transformer TR10A REV.04,NOS.,2577,#N/A,,
23017,Transformer TR10B,NO.,0,#N/A,,
7252,Transformer TR11,NOS.,510,#N/A,,
23020,Transformer TR11 (INDCOIL),NO.,0,#N/A,,
7834,Transformer TR12,NOS.,1942.5,#N/A,,
14680,Transformer TR17A,NO.,0,#N/A,,
12205,Transformer TR18,NOS.,1156.25,#N/A,,
14681,Transformer TR18A,NO.,0,#N/A,,
12206,Transformer TR19,NO.,0,#N/A,,
14682,Transformer TR19A,NO.,0,#N/A,,
2610,Transformer TR2                                                                                    ,NO.,0,#N/A,,
12610,Transformer TR20    ,NO.,0,#N/A,,
14345,Transformer TR22,NOS.,1250,#N/A,,
16796,Transformer TR22A,NOS.,1220,#N/A,,
16805,Transformer TR23,NO.,0,#N/A,,
15149,Transformer TR24           ,NOS.,555,#N/A,,
16765,Transformer TR24A           ,NOS.,624.184,#N/A,,
23021,Transformer TR24A (INDCOIL),NO.,0,#N/A,,
25217,Transformer TR24A REV 01,NOS.,855,#N/A,,
26703,Transformer TR24A REV 03,NOS.,1107.829,#N/A,,
16462,Transformer TR26           ,NO.,0,#N/A,,
16797,Transformer TR2A,NOS.,1255,#N/A,,
2611,Transformer TR3,NOS.,866.66,#N/A,,
16640,Transformer TR31,NO.,0,#N/A,,
16965,Transformer TR32,NO.,0,#N/A,,
17207,Transformer TR33,NO.,0,#N/A,,
16766,Transformer TR3A,NOS.,854,#N/A,,
23022,Transformer TR3A (INDCOIL),NO.,0,#N/A,,
25475,Transformer TR3A REV 01,NOS.,915.37,#N/A,,
26700,Transformer TR3A REV 03,NOS.,1248,#N/A,,
2612,Transformer TR4,NOS.,311.66,#N/A,,
25515,Transformer TR4 Rev 01,NOS.,522,#N/A,,
24462,Transformer TR41,NOS.,292,#N/A,,
25266,Transformer TR41 (INDCOIL),NOS.,1833.5,#N/A,,
25250,Transformer TR41 (Rev 01),NOS.,338.236,#N/A,,
26704,Transformer TR41 (Rev 03),NOS.,552,#N/A,,
14683,Transformer TR4A,NO.,0,#N/A,,
2613,Transformer TR5                                                                                    ,NO.,0,#N/A,,
28216,Transformer TR50  REV 01,NOS.,2313,#N/A,,
19327,TRANSFORMER TR51 3 PH  I/P 415 VAC O/P 24VAC,NOS.,751,#N/A,,
20338,Transformer TR52,NO.,0,#N/A,,
20339,Transformer TR53,NO.,0,#N/A,,
21445,Transformer TR54,NO.,0,#N/A,,
22311,Transformer TR55,NOS.,843,#N/A,,
23023,Transformer TR55  (INDCOIL),NO.,0,#N/A,,
24694,Transformer TR56,NOS.,1046.82,#N/A,,
27252,Transformer TR56 REV 01,NOS.,1654,#N/A,,
25276,Transformer TR57 (INDCOIL),NOS.,541.5,#N/A,,
3359,Transformer TR6,NO.,0,#N/A,,
3360,Transformer TR7,NOS.,1517,#N/A,,
16713,Transformer TR7A,NOS.,1532.312,#N/A,,
25265,Transformer TR7A (INDCOIL),NOS.,2280,#N/A,,
25216,Transformer TR7A REV.01,NOS.,1658.574,#N/A,,
26701,Transformer TR7A REV.04,NOS.,3152.333,#N/A,,
24034,TRANSFORMER TR7B,NOS.,1548,#N/A,,
22946,Transformer TR7C,NO.,0,#N/A,,
3362,Transformer TR8,NO.,0,#N/A,,
2578,Transformer TX-003 Spec 5450-003                                                                    ,NOS.,0.01,#N/A,,
2580,Transformer TX-006 Spec 5450-006                                                                    ,NOS.,200,#N/A,,
2581,Transformer TX-009 Spec 5450-009                                                                    ,NOS.,155,#N/A,,
2582,Transformer TX-012                                                                                  ,NOS.,220,#N/A,,
3492,Transformer TX-012A,NOS.,220,#N/A,,
2583,Transformer TX-012AR2                                                                               ,NOS.,200,#N/A,,
2584,Transformer TX-015 Spec 5450-015                                                                    ,NOS.,0.01,#N/A,,
2585,Transformer TX-020 Spec 5450-020                                                                    ,NOS.,0.01,#N/A,,
2587,Transformer TX-024                                                                                  ,NOS.,478,#N/A,,
24596,Transformer TX-024 REV 04 WITH WAGO TERMINAL,NOS.,597.204,#N/A,,
25382,Transformer TX-024 REV 05 WITH WAGO TERMINAL,NO.,250,#N/A,,
2589,Transformer TX-025,NOS.,0.01,#N/A,,
3559,Transformer TX10,NO.,0,#N/A,,
30771,Transformer TX100 REV01,NOS.,1409,#N/A,,
27804,Transformer TX102,NOS.,1561,#N/A,,
27805,Transformer TX103,NOS.,848,#N/A,,
27806,Transformer TX104,NOS.,2234,#N/A,,
27807,Transformer TX105,NOS.,455,#N/A,,
34622,Transformer TX106 (100VA),NOS.,1386,#N/A,,
